UniprotID,Protein,mFamilyID,mSuperfamily,mSCOP,Organ
Q8K5C0,GRHL2_MOUSE,54236,Ubiquitin-like,538-602,Brain
P0CG49,UBB_MOUSE,54236,Ubiquitin-like,228-304,Brain
P0CG49,UBB_MOUSE,54236,Ubiquitin-like,152-228,Brain
P0CG49,UBB_MOUSE,54236,Ubiquitin-like,76-152,Brain
P0CG49,UBB_MOUSE,54236,Ubiquitin-like,1-76,Brain
Q9ESK9,RBCC1_MOUSE,54236,Ubiquitin-like,1-49,Liver
A2ALK8,PTN3_MOUSE,54236,Ubiquitin-like,27-112,Liver
Q5NBX1,COBL_MOUSE,54236,Ubiquitin-like,143-220,Liver
P42337,PK3CA_MOUSE,54236,Ubiquitin-like,106-296,Liver
Q8BVL3,SNX17_MOUSE,54236,Ubiquitin-like,112-206,Kidney
Q8K4S1,PLCE1_MOUSE,54236,Ubiquitin-like,2113-2224,Kidney
Q8K4S1,PLCE1_MOUSE,54236,Ubiquitin-like,1987-2093,Kidney
Q9Z1R2,BAG6_MOUSE,54236,Ubiquitin-like,7-104,Kidney
P34152,FAK1_MOUSE,54236,Ubiquitin-like,31-130,Blood
Q8CHG7,RPGF2_MOUSE,54236,Ubiquitin-like,609-688,Blood
Q8BVL3,SNX17_MOUSE,54236,Ubiquitin-like,112-206,Blood
Q8VCC8,RPGF3_MOUSE,54236,Ubiquitin-like,556-655,Blood
Q3U0S6,RAIN_MOUSE,54236,Ubiquitin-like,142-252,Blood
Q9JHG7,PK3CG_MOUSE,54236,Ubiquitin-like,144-321,Blood
Q8K1B8,URP2_MOUSE,54236,Ubiquitin-like,16-88,Blood
Q61194,P3C2A_MOUSE,54236,Ubiquitin-like,353-521,Blood
Q9QVP9,FAK2_MOUSE,54236,Ubiquitin-like,37-137,Blood
Q8CIB5,FERM2_MOUSE,54236,Ubiquitin-like,16-92,Blood
Q8BTI9,PK3CB_MOUSE,54236,Ubiquitin-like,111-290,Blood
P42337,PK3CA_MOUSE,54236,Ubiquitin-like,106-296,Blood
Q99N57,RAF1_MOUSE,54236,Ubiquitin-like,56-131,Heart
Q8BVL3,SNX17_MOUSE,54236,Ubiquitin-like,112-206,Heart
Q9ESK9,RBCC1_MOUSE,54236,Ubiquitin-like,1-49,Heart
Q61062,DVL3_MOUSE,54236,Ubiquitin-like,2-80,Heart
Q60838,DVL2_MOUSE,54236,Ubiquitin-like,12-91,Heart
O88566,AXIN2_MOUSE,54236,Ubiquitin-like,760-840,Heart
Q8CG79,ASPP2_MOUSE,54236,Ubiquitin-like,4-85,Heart
Q8K5C0,GRHL2_MOUSE,54236,Ubiquitin-like,538-602,Heart
P42337,PK3CA_MOUSE,54236,Ubiquitin-like,106-296,Heart
P32921,SYWC_MOUSE,47060,S15/NS1 RNA-binding domain,14-68,Blood
Q3US41,ESRP1_MOUSE,53098,Ribonuclease H-like,28-194,Lungs
Q8K0G8,ESRP2_MOUSE,53098,Ribonuclease H-like,43-192,Lungs
